figure,factor,curve_name,x_value,x_units,y_value,y_units,source_page,digitization_method,notes
Figure 3,KHe,E_prime_ksi=0.5,0.058047,tw/D,363.474894,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=0.5,0.06,tw/D,338.874442,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=0.5,0.060465,tw/D,333.01991,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=0.5,0.062882,tw/D,302.565051,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=0.5,0.065,tw/D,275.851875,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=0.5,0.0653,tw/D,272.012899,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=0.5,0.067717,tw/D,241.037518,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=0.5,0.07,tw/D,211.871511,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=0.5,0.070135,tw/D,210.153235,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=0.5,0.072552,tw/D,179.609243,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=0.5,0.074969,tw/D,149.837883,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=0.5,0.075,tw/D,149.467395,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=0.5,0.077387,tw/D,120.89069,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=0.5,0.079804,tw/D,92.655119,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=endpoint/control;uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.006902,tw/D,5755.188806,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.00693,tw/D,5712.209285,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=endpoint/control | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.00738,tw/D,5371.262654,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.00775,tw/D,5191.631319,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.00825,tw/D,4986.966487,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.009332,tw/D,4622.428167,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.01,tw/D,4421.712494,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.011762,tw/D,3967.904573,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.0125,tw/D,3789.925806,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.013056,tw/D,3662.286291,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=endpoint/control | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.014192,tw/D,3404.415482,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.015,tw/D,3230.830095,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.016622,tw/D,2889.402376,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.0175,tw/D,2719.47016,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.019052,tw/D,2436.950028,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.02,tw/D,2275.090667,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.021482,tw/D,2042.561395,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.022232,tw/D,1933.989388,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=endpoint/control | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.023912,tw/D,1690.069561,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.025,tw/D,1552.6354,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.026342,tw/D,1399.998886,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.028772,tw/D,1153.736343,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.03,tw/D,1042.662849,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.030182,tw/D,1027.229891,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=endpoint/control | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.031203,tw/D,965.791435,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.033633,tw/D,878.648067,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.035,tw/D,823.383203,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.036063,tw/D,781.176602,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.038482,tw/D,685.1182,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=endpoint/control | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.038493,tw/D,685.761924,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.04,tw/D,647.032019,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.040923,tw/D,622.47682,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.043353,tw/D,562.025602,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.044454,tw/D,536.994762,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=endpoint/control | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.045,tw/D,530.01545,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.045783,tw/D,520.006227,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.048213,tw/D,488.907027,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.05,tw/D,465.990229,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.050643,tw/D,457.740689,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.053073,tw/D,426.574352,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.055,tw/D,402.015428,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.055503,tw/D,395.599801,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.057933,tw/D,364.908292,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.06,tw/D,338.874442,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.060364,tw/D,334.294069,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.062794,tw/D,303.679847,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.065,tw/D,275.851875,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.065224,tw/D,272.984783,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.067654,tw/D,241.847443,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.07,tw/D,211.871511,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.070084,tw/D,210.799282,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.072514,tw/D,180.087085,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.074944,tw/D,150.14408,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.075,tw/D,149.467395,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.077374,tw/D,121.038324,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=1.0,0.079804,tw/D,92.655119,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=endpoint/control;uniform_sample | Shared common tail after curve convergence. | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.006842,tw/D,4440.098326,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=endpoint/control;uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.00726,tw/D,4063.879904,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.00775,tw/D,3829.759583,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.00825,tw/D,3645.285057,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.009274,tw/D,3344.199836,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.01,tw/D,3166.031095,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.011706,tw/D,2834.68464,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.0125,tw/D,2703.318214,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.013241,tw/D,2591.956649,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=endpoint/control | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.014139,tw/D,2488.086195,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.015,tw/D,2391.657618,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.016571,tw/D,2214.121019,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.0175,tw/D,2113.576774,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.019003,tw/D,1957.344544,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.02,tw/D,1851.790055,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.021435,tw/D,1710.283095,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.023867,tw/D,1483.244994,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.025,tw/D,1382.693917,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.026299,tw/D,1273.444111,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.028727,tw/D,1082.030876,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=endpoint/control | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.028731,tw/D,1081.78244,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.03,tw/D,994.741355,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.031163,tw/D,933.495294,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.033595,tw/D,849.544958,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.035,tw/D,799.537498,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=spreadsheet_x | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
Figure 3,KHe,E_prime_ksi=2.0,0.036027,tw/D,765.589526,dimensionless,PDF page 19 / API page 13,PDF vector path extraction; piecewise labeled-tick axis calibration; no OCR,point_type=uniform_sample | KHe curves converge; the single visible common tail is reused for upper E' curves after their unique strokes end.
