figure,factor,curve_name,x_value,y_value,point_type,page_x_pdf_points,page_y_pdf_points,source_page,notes
Figure 4,Be,soil_type=A,16.128285,1.360803,uniform_sample,326.885296,444.612,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=A,17.0,1.360803,spreadsheet_x,335.755,444.612,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=A,17.1288,1.360803,uniform_sample,337.06554,444.612,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=A,18.0,1.360803,spreadsheet_x,345.969995,444.612,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=A,18.129315,1.360803,uniform_sample,347.298603,444.612,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=A,19.0,1.360803,spreadsheet_x,356.243496,444.612,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=A,19.129831,1.360803,uniform_sample,357.57308,444.612,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=A,20.0,1.360803,spreadsheet_x,366.484398,444.612,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=A,20.130346,1.360803,uniform_sample,367.819259,444.612,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=A,21.0,1.360803,spreadsheet_x,376.595,444.612,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=A,21.130861,1.360803,uniform_sample,377.908194,444.612,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=A,22.0,1.360803,spreadsheet_x,386.655659,444.612,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=A,22.131377,1.360803,uniform_sample,387.989566,444.612,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=A,23.0,1.360803,spreadsheet_x,396.808961,444.612,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=A,23.131892,1.360803,uniform_sample,398.148101,444.612,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=A,24.0,1.360803,spreadsheet_x,406.981694,444.612,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=A,24.132407,1.360803,uniform_sample,408.329215,444.612,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=A,25.0,1.360803,spreadsheet_x,417.16,444.612,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=A,25.132923,1.360803,uniform_sample,418.513154,444.612,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=A,26.0,1.360803,spreadsheet_x,427.339875,444.612,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=A,26.133438,1.360803,uniform_sample,428.69762,444.612,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=A,27.0,1.360803,spreadsheet_x,437.514966,444.612,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=A,27.133954,1.360803,uniform_sample,438.877955,444.612,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=A,28.0,1.360803,spreadsheet_x,447.736391,444.612,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=A,28.134469,1.360803,uniform_sample,449.114528,444.612,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=A,29.0,1.360803,spreadsheet_x,458.0,444.612,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=A,29.134984,1.360803,uniform_sample,459.391687,444.612,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=A,30.0,1.360803,spreadsheet_x,468.31,444.612,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=A,30.1355,1.360803,endpoint/control;uniform_sample,469.707001,444.612,PDF page 19 / API page 13,point_type=endpoint/control;uniform_sample
Figure 4,Be,soil_type=B,0.167863,0.000746,endpoint/control;uniform_sample,163.695007,665.119995,PDF page 19 / API page 13,point_type=endpoint/control;uniform_sample
Figure 4,Be,soil_type=B,1.0,0.32983,spreadsheet_x,172.395,611.966897,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,1.165168,0.384403,uniform_sample,174.121828,603.033203,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,1.554856,0.49917,endpoint/control,178.196014,584.117005,PDF page 19 / API page 13,point_type=endpoint/control
Figure 4,Be,soil_type=B,2.0,0.621643,spreadsheet_x,182.85,563.908894,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,2.162472,0.653448,uniform_sample,184.52995,558.661078,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,3.0,0.780853,spreadsheet_x,193.16,537.970693,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,3.159777,0.800545,uniform_sample,194.807301,534.801678,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,4.0,0.887339,spreadsheet_x,203.47,520.723567,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,4.157082,0.901104,uniform_sample,205.083271,518.492373,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,5.0,0.965123,spreadsheet_x,213.645,508.191661,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,5.154386,0.975344,uniform_sample,215.215881,506.547124,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,6.0,1.024676,spreadsheet_x,223.82,498.641697,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,6.151691,1.032364,uniform_sample,225.347171,497.414732,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,7.0,1.070074,spreadsheet_x,233.86,491.396237,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,7.148996,1.075859,uniform_sample,235.355916,490.472942,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,8.0,1.104811,spreadsheet_x,243.9,485.859359,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,8.1463,1.109147,uniform_sample,245.368855,485.17383,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,9.0,1.130942,spreadsheet_x,253.94,481.728083,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,9.143605,1.134053,uniform_sample,255.381794,481.236207,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,10.0,1.149598,spreadsheet_x,263.98,478.778572,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,10.14091,1.151733,uniform_sample,265.432492,478.44099,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,11.0,1.162014,spreadsheet_x,274.29,476.81558,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,11.138214,1.163256,uniform_sample,275.71499,476.619223,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,12.0,1.168501,spreadsheet_x,284.600075,475.78994,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,12.135519,1.168958,uniform_sample,285.99789,475.717677,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,13.0,1.169707,spreadsheet_x,294.915,475.59933,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,13.076104,1.16962,endpoint/control,295.700012,475.613007,PDF page 19 / API page 13,point_type=endpoint/control
Figure 4,Be,soil_type=B,13.132824,1.16962,uniform_sample,296.282344,475.613007,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,14.0,1.16962,spreadsheet_x,305.185509,475.613007,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,14.130128,1.16962,uniform_sample,306.521516,475.613007,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,15.0,1.16962,spreadsheet_x,315.405,475.613007,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,15.127433,1.16962,uniform_sample,316.70163,475.613007,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,16.0,1.16962,spreadsheet_x,325.58,475.613007,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,16.124738,1.16962,uniform_sample,326.849205,475.613007,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,17.0,1.16962,spreadsheet_x,335.755,475.613007,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,17.122042,1.16962,uniform_sample,336.996781,475.613007,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,18.0,1.16962,spreadsheet_x,345.97928,475.613007,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,18.119347,1.16962,uniform_sample,347.202367,475.613007,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,19.0,1.16962,spreadsheet_x,356.245,475.613007,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,19.116652,1.16962,uniform_sample,357.448262,475.613007,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,20.0,1.16962,spreadsheet_x,366.56,475.613007,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,20.113956,1.16962,uniform_sample,367.735459,475.613007,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,21.0,1.16962,spreadsheet_x,376.610736,475.613007,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,21.111261,1.16962,uniform_sample,377.724241,475.613007,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,22.0,1.16962,spreadsheet_x,386.67127,475.613007,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,22.108566,1.16962,uniform_sample,387.771492,475.613007,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,23.0,1.16962,spreadsheet_x,396.805431,475.613007,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,23.10587,1.16962,uniform_sample,397.882375,475.613007,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,24.0,1.16962,spreadsheet_x,406.981502,475.613007,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,24.103175,1.16962,uniform_sample,408.031464,475.613007,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,25.0,1.16962,spreadsheet_x,417.16,475.613007,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,25.10048,1.16962,uniform_sample,418.182883,475.613007,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,26.0,1.16962,spreadsheet_x,427.339336,475.613007,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,26.097784,1.16962,uniform_sample,428.334342,475.613007,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,27.0,1.16962,spreadsheet_x,437.514858,475.613007,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,27.095089,1.16962,uniform_sample,438.482438,475.613007,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,28.0,1.16962,spreadsheet_x,447.737609,475.613007,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,28.092394,1.16962,uniform_sample,448.683762,475.613007,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,29.0,1.16962,spreadsheet_x,458.0,475.613007,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,29.089698,1.16962,uniform_sample,458.92479,475.613007,PDF page 19 / API page 13,point_type=uniform_sample
Figure 4,Be,soil_type=B,30.0,1.16962,spreadsheet_x,468.31,475.613007,PDF page 19 / API page 13,point_type=spreadsheet_x
Figure 4,Be,soil_type=B,30.087003,1.16962,endpoint/control;uniform_sample,469.207001,475.613007,PDF page 19 / API page 13,point_type=endpoint/control;uniform_sample
Figure 5,Ee,Ee,1.000195,0.830142,endpoint/control;uniform_sample,155.994003,345.199005,PDF page 20 / API page 14,point_type=endpoint/control;uniform_sample
Figure 5,Ee,Ee,1.01015,0.845263,uniform_sample,166.400319,339.56502,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.020104,0.860556,uniform_sample,176.806638,333.866886,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.030058,0.876022,uniform_sample,187.212957,328.104287,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.040013,0.891662,uniform_sample,197.619277,322.276915,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.049967,0.907528,uniform_sample,208.025596,316.384466,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.05,0.907581,spreadsheet_x,208.06,316.364888,PDF page 20 / API page 14,point_type=spreadsheet_x
Figure 5,Ee,Ee,1.059921,0.924282,uniform_sample,218.850602,310.185794,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.069876,0.94123,uniform_sample,229.676996,303.915024,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.07983,0.958373,uniform_sample,240.503391,297.571809,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.089785,0.975711,uniform_sample,251.329785,291.157097,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.099739,0.993256,uniform_sample,262.164126,284.664876,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.1,0.993725,spreadsheet_x,262.452255,284.491057,PDF page 20 / API page 14,point_type=spreadsheet_x
Figure 5,Ee,Ee,1.109693,1.011372,uniform_sample,273.199696,277.976184,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.119648,1.02974,uniform_sample,284.249069,271.201969,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.129602,1.048319,uniform_sample,295.298442,264.350111,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.139557,1.067112,uniform_sample,306.347815,257.419162,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.149511,1.086124,uniform_sample,317.397188,250.407562,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.15,1.087064,spreadsheet_x,317.94,250.060828,PDF page 20 / API page 14,point_type=spreadsheet_x
Figure 5,Ee,Ee,1.159465,1.105487,uniform_sample,328.446561,243.314637,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.16,1.106553,annex_control_x,329.04,242.930965,PDF page 20 / API page 14,point_type=annex_control_x
Figure 5,Ee,Ee,1.16942,1.125421,uniform_sample,339.495934,236.138347,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.179374,1.14559,uniform_sample,350.545306,228.877663,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.189329,1.165998,uniform_sample,361.594679,221.530808,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.199283,1.186653,uniform_sample,372.644052,214.094782,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.2,1.188139,spreadsheet_x,373.433311,213.560088,PDF page 20 / API page 14,point_type=spreadsheet_x
Figure 5,Ee,Ee,1.209237,1.207094,uniform_sample,383.508679,206.69373,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.219192,1.227537,uniform_sample,394.358953,199.211342,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.229146,1.248241,uniform_sample,405.209238,191.63366,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.2391,1.269217,uniform_sample,416.059523,183.956656,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.249055,1.290481,uniform_sample,426.909808,176.173861,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.25,1.292515,spreadsheet_x,427.94,175.429407,PDF page 20 / API page 14,point_type=spreadsheet_x
Figure 5,Ee,Ee,1.259009,1.311157,uniform_sample,437.178095,168.704806,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.268964,1.33225,uniform_sample,447.385327,161.170135,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.278918,1.353687,uniform_sample,457.592558,153.512942,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.288872,1.375535,uniform_sample,467.79979,145.708958,PDF page 20 / API page 14,point_type=uniform_sample
Figure 5,Ee,Ee,1.298827,1.397981,endpoint/control;uniform_sample,478.007019,137.69101,PDF page 20 / API page 14,point_type=endpoint/control;uniform_sample
Figure 7,Fi,crossing=highway,0.05161,1.502573,endpoint/control;uniform_sample,302.949005,128.815002,PDF page 22 / API page 16,point_type=endpoint/control;uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,1.255348,1.502573,uniform_sample,302.949005,141.526477,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,2.459086,1.502573,uniform_sample,302.949005,154.237952,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,3.662825,1.502573,uniform_sample,302.949005,166.949427,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,4.866563,1.502573,uniform_sample,302.949005,179.658222,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,5.22,1.502573,spreadsheet_x,302.949005,183.367122,PDF page 22 / API page 16,point_type=spreadsheet_x | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,5.262871,1.502573,endpoint/control,302.949005,183.817001,PDF page 22 / API page 16,point_type=endpoint/control | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,6.0,1.480368,annex_control_x,298.210563,191.52,PDF page 22 / API page 16,point_type=annex_control_x | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,6.070301,1.47825,uniform_sample,297.758653,192.254644,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,7.274039,1.44199,uniform_sample,290.020736,204.833707,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,8.477777,1.40573,uniform_sample,282.28282,217.412771,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,9.681515,1.369424,uniform_sample,274.535019,230.007904,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,10.885253,1.332929,uniform_sample,266.747086,242.668276,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,12.088992,1.296287,uniform_sample,258.927717,255.379751,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,13.29273,1.259645,uniform_sample,251.108349,268.091226,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,14.496468,1.223009,uniform_sample,243.288981,280.802701,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,15.700206,1.185914,uniform_sample,235.371508,293.673658,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,16.903944,1.148532,uniform_sample,227.392581,306.644518,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,18.107682,1.111133,uniform_sample,219.41031,319.620816,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,19.31142,1.073787,uniform_sample,211.439011,332.579275,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,20.515159,1.036661,uniform_sample,203.514849,345.461105,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,21.62,1.003029,spreadsheet_x,196.336546,357.13044,PDF page 22 / API page 16,point_type=spreadsheet_x | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=highway,21.718897,1.000019,endpoint/control;uniform_sample,195.694,358.174988,PDF page 22 / API page 16,point_type=endpoint/control;uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=railroad,0.0,1.750005,endpoint/control;spreadsheet_x;uniform_sample,354.100983,128.265015,PDF page 22 / API page 16,point_type=endpoint/control;spreadsheet_x;uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=railroad,1.666657,1.750005,uniform_sample,354.100983,145.869893,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=railroad,3.333313,1.750005,uniform_sample,354.100983,163.469786,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=railroad,4.99997,1.750005,uniform_sample,354.100983,181.059526,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=railroad,5.22,1.750005,spreadsheet_x,354.100983,183.365926,PDF page 22 / API page 16,point_type=spreadsheet_x | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=railroad,5.315504,1.750005,endpoint/control,354.100983,184.36702,PDF page 22 / API page 16,point_type=endpoint/control | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=railroad,6.666626,1.708868,uniform_sample,345.593983,198.486243,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=railroad,8.333283,1.658125,uniform_sample,335.100298,215.902804,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=railroad,9.999939,1.607262,uniform_sample,324.581745,233.360639,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=railroad,11.666596,1.556111,uniform_sample,314.002472,250.919252,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=railroad,13.333252,1.504966,uniform_sample,303.398328,268.519145,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=railroad,14.999909,1.454695,uniform_sample,292.731995,286.222252,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=railroad,16.666565,1.40426,uniform_sample,281.969131,304.085575,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=railroad,18.333222,1.353534,uniform_sample,271.144067,322.052133,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=railroad,19.999878,1.302924,uniform_sample,260.34401,339.977185,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=railroad,21.666535,1.253119,uniform_sample,249.715408,357.61767,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=railroad,23.333192,1.203414,uniform_sample,239.10668,375.225169,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=railroad,24.999848,1.15325,uniform_sample,228.399758,392.995644,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=railroad,26.666505,1.102488,uniform_sample,217.565033,410.978236,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=railroad,28.333161,1.051253,uniform_sample,206.629509,429.128125,PDF page 22 / API page 16,point_type=uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 7,Fi,crossing=railroad,29.999818,1.000019,endpoint/control;uniform_sample,195.693985,447.278015,PDF page 22 / API page 16,point_type=endpoint/control;uniform_sample | Graph plots Fi on the horizontal axis and depth on the vertical axis; CSV normalizes x as depth H.
Figure 8,KHr,Er_ksi=10,0.010295,314.259377,endpoint/control;uniform_sample,202.746002,180.366028,PDF page 23 / API page 17,point_type=endpoint/control;uniform_sample
Figure 8,KHr,Er_ksi=10,0.01058,318.155391,spreadsheet_x,203.86112,178.840349,PDF page 23 / API page 17,point_type=spreadsheet_x
Figure 8,KHr,Er_ksi=10,0.012619,333.900217,uniform_sample,211.739198,172.674675,PDF page 23 / API page 17,point_type=uniform_sample
Figure 8,KHr,Er_ksi=10,0.01296,335.210127,spreadsheet_x,213.05744,172.161714,PDF page 23 / API page 17,point_type=spreadsheet_x
